name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Maruti Celerio VXI,2015.0,,60000.0,Petrl,None,Manual,Third Owner
Volkswagen Vento Diesel Trendline,2011.0,,70000.0,Deisel,Indivudal,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,2010.0,350000.0,100000.0,Deisel,Indvidual,Manual,First Owner
Hyundai Verna CRDi SX,2008.0,229999.0,146000.0,Diesl,None,Manual,Third Owner
Maruti Swift Dzire LDi,,325000.0,120000.0,Deisel,Indvidual,Manual,Second Owner
Maruti Wagon R LXI,2005.0,70000.0,70000.0,None,Indivudal,Manual,Second Owner
Skoda Laura Ambiente,2008.0,190000.0,120000.0,Diesl,Indivudal,Manual,Third Owner
Chevrolet Cruze LTZ,2011.0,345000.0,65500.0,Deisel,Indivudal,Manual,First Owner
Mahindra Scorpio 1.99 S10,2016.0,1025000.0,70000.0,Deisel,Indvidual,Manual,First Owner
Maruti Alto 800 LXI,2012.0,120000.0,50000.0,Petorl,Indivudal,Manual,First Owner
Maruti Alto LXi BSIII,,114999.0,,None,Indvidual,Manual,Second Owner
Honda City 1.5 S MT,2009.0,300000.0,120000.0,Petorl,Indivudal,Manual,Second Owner
,2016.0,340000.0,56000.0,Petorl,Deelar,Manual,First Owner
Maruti Wagon R LXI,2005.0,90000.0,70000.0,Petorl,Indivudal,,Second Owner
Maruti Alto LX,2006.0,150000.0,140300.0,Petrl,Indivudal,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,2010.0,115999.0,70000.0,None,Indvidual,Manual,First Owner
Toyota Etios Liva 1.4 VD,2017.0,425000.0,36000.0,Diesl,Dealerr,Manual,First Owner
Honda Amaze VX O iDTEC,2017.0,550000.0,12997.0,Diesl,None,,First Owner
Maruti Ciaz 1.4 AT Zeta,2017.0,500000.0,40000.0,Petrrol,Indvidual,Automatic,First Owner
Mahindra Quanto C8,2013.0,300000.0,25000.0,Deisel,Indvidual,Manual,Second Owner
Hyundai Verna CRDi 1.6 SX Option,2018.0,1150000.0,26430.0,Diesl,None,Manual,First Owner
Maruti Swift 1.3 VXI ABS,2015.0,475000.0,24600.0,Petorl,None,Manual,First Owner
Maruti Wagon R LXI,2011.0,,28481.0,Petrrol,Deelar,Manual,First Owner
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013.0,350000.0,,Petrrol,Indvidual,Manual,First Owner
Mahindra XUV500 W8 2WD,2013.0,750000.0,41988.0,Deisel,Deelar,Manual,First Owner
Renault KWID Climber 1.0 AMT BSIV,2017.0,350000.0,7658.0,Petrrol,Dealerr,Automatic,First Owner
Maruti Wagon R LXI,2009.0,180000.0,30375.0,Petorl,Deelar,Manual,First Owner
Maruti Swift Dzire VDI,2017.0,611000.0,34400.0,Diesl,Dealerr,Manual,First Owner
Renault KWID RXL BSIV,2017.0,325000.0,18500.0,Petorl,Deelar,Manual,First Owner
Hyundai EON 1.0 Era Plus,2012.0,225000.0,48000.0,Petorl,Deelar,Manual,
,2014.0,300000.0,28942.0,Petrrol,Deelar,Automatic,First Owner
Mahindra Bolero Power Plus SLX,2017.0,400000.0,50000.0,Deisel,Indivudal,Manual,Second Owner
Mahindra XUV500 W8 2WD,2012.0,711000.0,53600.0,Diesl,Dealerr,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2015.0,,53652.0,Diesl,Dealerr,Manual,First Owner
,2016.0,375000.0,23000.0,Petrrol,Dealerr,Manual,Second Owner
Maruti Zen Estilo LXI BSIII,2007.0,275000.0,10211.0,Petrrol,Indivudal,Manual,First Owner
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2005.0,120000.0,120000.0,Deisel,Indvidual,Manual,Third Owner
,2015.0,350000.0,120000.0,Deisel,Indivudal,Manual,First Owner
Maruti Celerio ZXI,2017.0,,35000.0,Petrl,Indvidual,Manual,First Owner
Hyundai Verna 1.6 SX,2012.0,500000.0,130000.0,Deisel,Indivudal,Manual,First Owner
Nissan Sunny Diesel XL,2013.0,220000.0,90000.0,Diesl,Indvidual,Manual,Second Owner
Ford Fiesta 1.6 Duratec EXI Ltd,2008.0,120000.0,80000.0,Petrrol,Indivudal,,Second Owner
Hyundai Santro Xing XK,2007.0,70000.0,55000.0,Petrl,Indvidual,,Second Owner
Maruti Swift Dzire ZXI Plus,2017.0,800000.0,15000.0,Petorl,Indvidual,Manual,First Owner
Maruti Swift Dzire VDI,2014.0,450000.0,,Diesl,Indivudal,Manual,Second Owner
Mahindra Scorpio SLE BSIV,,525000.0,145000.0,Diesl,Indivudal,Manual,First Owner
Datsun GO Plus Remix Limited Edition,2016.0,300000.0,35000.0,Petrrol,Indvidual,Manual,First Owner
Hyundai i10 Magna,2008.0,195000.0,56000.0,Petorl,None,Manual,Second Owner
Ford Fiesta Classic 1.4 SXI Duratorq,2007.0,130000.0,98000.0,Deisel,Indivudal,,Second Owner
Toyota Etios VD,2011.0,300000.0,135000.0,Deisel,Indivudal,Manual,Second Owner
Maruti Alto VXi,2002.0,120000.0,,Petrl,Indivudal,Manual,Third Owner
Toyota Innova 2.5 G3,2010.0,450000.0,120000.0,None,Indvidual,Manual,Third Owner
Tata Indigo LS,,160000.0,102000.0,Diesl,None,Manual,Second Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,2018.0,800000.0,35000.0,Diesl,Indvidual,,First Owner
Maruti 800 AC,2013.0,,80000.0,None,Indivudal,Manual,First Owner
Volkswagen Polo GTI,2017.0,825000.0,10k,Petrrol,Deelar,Automatic,First Owner
Maruti Alto 800 LXI,2015.0,265000.0,32933.0,None,Deelar,Manual,First Owner
Maruti Wagon R LXI,2008.0,175000.0,54551.0,Petrl,Dealerr,Manual,First Owner
Maruti Omni 8 Seater BSIV,2014.0,250999.0,57112.0,Petrl,Deelar,Manual,First Owner
Hyundai Xcent 1.2 VTVT S AT,2015.0,471000.0,41025.0,Petrl,Deelar,Automatic,First Owner
Maruti Swift Dzire LDI,2019.0,,5000.0,None,None,Manual,
Maruti Swift Dzire LDI,2019.0,650000.0,5000.0,Deisel,Indivudal,Manual,First Owner
Hyundai EON Magna,2012.0,225000.0,53122.0,Petrl,Deelar,Manual,Second Owner
Maruti Alto 800 LXI CNG,2013.0,245000.0,64111.0,CNG,Dealerr,,First Owner
Maruti Ritz LXi,2011.0,221000.0,78892.0,Petrrol,Dealerr,Manual,
Hyundai i20 1.2 Asta,2011.0,271000.0,74113.0,None,Dealerr,Manual,First Owner
Maruti Wagon R VXI,2012.0,290000.0,80000.0,Petrl,Deelar,Manual,First Owner
Maruti Swift VXi BSIV,2017.0,525000.0,39000.0,Petrrol,Dealerr,Manual,First Owner
Volkswagen Vento 1.6 Highline,2012.0,377000.0,84775.0,Petrrol,Deelar,Manual,First Owner
Tata Nano LX SE,2012.0,95000.0,20778.0,Petorl,Dealerr,Manual,First Owner
Maruti Ertiga VDI,2015.0,763000.0,64441.0,Deisel,Dealerr,Manual,First Owner
Honda Amaze S i-Vtech,2015.0,450000.0,43192.0,Petorl,Dealerr,Manual,First Owner
Tata Nano Twist XE,2014.0,140000.0,44416.0,Petorl,None,Manual,First Owner
Maruti Ciaz VDi Plus SHVS,2016.0,701000.0,79991.0,Diesl,Deelar,Manual,First Owner
Nissan Micra Diesel XV,,277000.0,62601.0,None,Deelar,Manual,Second Owner
Maruti Baleno Delta Automatic,2018.0,520000.0,50000.0,Petrl,Indvidual,Automatic,First Owner
Ford Figo Aspire 1.5 TDCi Ambiente ABS,2017.0,,100000.0,Diesl,Indivudal,Manual,First Owner
Volkswagen Vento Diesel Highline,2011.0,260000.0,,Deisel,Indivudal,Manual,Third Owner
Renault Pulse RxZ,,420000.0,100000.0,Diesl,Indivudal,Manual,First Owner
OpelCorsa 1.4 GL,2002.0,35000.0,100000.0,Petrl,Indvidual,Manual,Third Owner
Mahindra XUV500 W7 BSIV,2018.0,1150000.0,20000.0,Deisel,Indivudal,Manual,First Owner
Maruti Ciaz 1.4 Zeta,2017.0,680000.0,46000.0,Petorl,Indvidual,,First Owner
Maruti Swift VDI,2012.0,425000.0,40000.0,Diesl,Indvidual,Manual,First Owner
Maruti Swift Dzire LDI,2014.0,450000.0,70000.0,Deisel,Indivudal,Manual,Second Owner
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,2008.0,,,Diesl,Indvidual,Manual,Third Owner
Volkswagen Jetta 1.4 TSI Comfortline,2017.0,936999.0,60800.0,None,Indvidual,,First Owner
Honda Mobilio S i DTEC,2015.0,420000.0,104000.0,Deisel,Indvidual,,Second Owner
Volkswagen Polo 1.5 TDI Highline,2014.0,450000.0,80000.0,Deisel,Indvidual,Manual,
Maruti 800 AC,2004.0,40000.0,69111.0,Petrrol,Indivudal,Manual,Third Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2014.0,,70000.0,Deisel,Indvidual,,Second Owner
,2007.0,80000.0,120000.0,Petrl,Indivudal,Manual,First Owner
Tata Nano CX,2014.0,55000.0,40000.0,Petrl,Indivudal,Manual,First Owner
Mahindra Bolero DI DX 7 Seater,2001.0,80000.0,100000.0,Deisel,Indivudal,Manual,Third Owner
Maruti Alto 800 LXI,2019.0,,20000.0,Petrl,Indivudal,Manual,First Owner
Ford Figo Petrol Titanium,2015.0,300000.0,50000.0,Petrl,Indvidual,Manual,Second Owner
Tata Tiago 1.05 Revotorq XM,2017.0,260000.0,50000.0,Diesl,Indvidual,Manual,First Owner
,2016.0,250000.0,70000.0,Diesl,Indivudal,,First Owner
Tata Indica Vista Aqua TDI BSIII,2008.0,80000.0,90000.0,Diesl,None,,First Owner
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2010.0,450000.0,150000.0,Diesl,Indivudal,,Second Owner
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005.0,310000.0,120000.0,Diesl,Indivudal,Manual,Second Owner
Toyota Innova 2.5 GX (Diesel) 8 Seater,,500000.0,100000.0,Diesl,Indvidual,Manual,First Owner
Maruti Ertiga SHVS VDI,2016.0,800000.0,70000.0,Diesl,Indivudal,Manual,Second Owner
Hyundai Creta 1.6 CRDi SX,,,,Diesl,Indvidual,Manual,Second Owner
Honda Amaze S i-Vtech,2016.0,490000.0,50000.0,Petorl,Indivudal,Manual,First Owner
Tata Indica Vista Aqua 1.4 TDI,2010.0,125000.0,81000.0,Deisel,Indivudal,Manual,Second Owner
Chevrolet Tavera Neo 2 LS B4 7 Str BSIII,2012.0,400000.0,120000.0,Diesl,Indivudal,,Third Owner
,2015.0,1000000.0,3600.0,Diesl,Deelar,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,,530000.0,,Petrl,Dealerr,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017.0,840000.0,49213.0,Deisel,Deelar,Manual,First Owner
Hyundai i10 Sportz 1.1L,2015.0,229999.0,40000.0,Petrrol,Indivudal,Manual,First Owner
Maruti 800 Std,1998.0,40000.0,40000.0,Petrl,Indvidual,Manual,Fourth & Above Owner
Chevrolet Spark 1.0 LS,2012.0,130000.0,,Petorl,Indvidual,Manual,First Owner
Hyundai EON Era Plus,2015.0,200000.0,70000.0,Petrrol,Indvidual,Manual,First Owner
Tata Indica Vista Aqua TDI BSIII,2011.0,120000.0,70000.0,Deisel,Indivudal,Manual,First Owner
Hyundai Santro LP zipPlus,2003.0,75000.0,57000.0,Petrrol,Indvidual,Manual,First Owner
Tata Bolt Quadrajet XE,,250000.0,120000.0,Deisel,Indvidual,Manual,
Maruti 800 AC BSIII,2005.0,100000.0,30000.0,Petrrol,Indvidual,,First Owner
Hyundai EON Era Plus,2013.0,280000.0,3240.0,Petorl,Indivudal,Manual,Second Owner
Hyundai i20 Magna 1.2,2015.0,540000.0,5000.0,Petrl,Indivudal,Manual,First Owner
Hyundai i20 1.2 Asta,2018.0,,10000.0,None,None,Manual,
Ford Figo Petrol EXI,2014.0,,90000.0,Petrrol,Indvidual,Manual,
Maruti SX4 VDI,2011.0,320000.0,100000.0,Diesl,Indvidual,Manual,First Owner
Honda Amaze S i-DTEC,2016.0,475000.0,90000.0,Deisel,Indvidual,Manual,First Owner
Tata Manza Aura (ABS) Quadrajet BS IV,2011.0,220000.0,140000.0,Diesl,None,,
Nissan Micra Diesel XV Premium,2013.0,210000.0,13770.0,Deisel,Indvidual,Manual,First Owner
Ford Ikon 1.3 Flair,2005.0,61000.0,4637.0,Petorl,Indivudal,Manual,Second Owner
Skoda Superb Elegance 2.0 TDI CR AT,2009.0,355000.0,100000.0,Diesl,Indivudal,Automatic,Second Owner
Chevrolet Beat Diesel LT,2012.0,150000.0,60000.0,Deisel,Indivudal,,First Owner
Tata Indica Vista Quadrajet LX,2011.0,133000.0,80000.0,Deisel,Indivudal,Manual,First Owner
Chevrolet Cruze LTZ AT,2015.0,650000.0,50000.0,Deisel,Indivudal,Automatic,First Owner
Nissan Micra XL,,210000.0,40000.0,Petrrol,Indvidual,,Second Owner
Chevrolet Beat Diesel LS,2013.0,130000.0,93900.0,Diesl,Indivudal,Manual,
Maruti 800 AC,2007.0,60000.0,70000.0,Petorl,Indivudal,Manual,First Owner
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2005.0,120000.0,120000.0,Deisel,Indvidual,Manual,Third Owner
BMW 5 Series 520d Luxury Line,2017.0,2900000.0,40000.0,Deisel,Indvidual,Automatic,First Owner
Hyundai Accent CRDi,2005.0,100000.0,120000.0,Deisel,Indvidual,Manual,Second Owner
,2004.0,79000.0,80000.0,Petorl,Indivudal,Manual,First Owner
Chevrolet Beat Diesel LS,2012.0,120000.0,110000.0,Diesl,Indvidual,Manual,First Owner
,2005.0,125000.0,34000.0,None,Dealerr,Manual,First Owner
Chevrolet Enjoy 1.3 TCDi LS 8,2013.0,425000.0,20000.0,Diesl,Deelar,Manual,First Owner
Maruti Wagon R LXI,2001.0,70000.0,117000.0,Petorl,Indivudal,Manual,Second Owner
Maruti Swift VXI,2020.0,619000.0,,Petorl,Indivudal,Manual,First Owner
Nissan Micra XL,2017.0,415000.0,,Petorl,Dealerr,Manual,First Owner
Hyundai EON Era Plus Option,2014.0,265000.0,55000.0,Petrrol,Deelar,Manual,First Owner
,2008.0,70000.0,60000.0,Petorl,None,Manual,First Owner
Chevrolet Sail Hatchback 1.3 TCDi,2015.0,,40000.0,Diesl,Indvidual,Manual,First Owner
Tata Indigo Grand Dicor,2013.0,211000.0,80000.0,Deisel,None,Manual,First Owner
Hyundai Elite i20 Petrol Magna Exective,2018.0,550000.0,11000.0,Petrl,Indivudal,Manual,First Owner
Chevrolet Enjoy TCDi LT 8 Seater,2014.0,350000.0,110000.0,Deisel,Indvidual,,First Owner
Maruti Wagon R VXI AMT,2017.0,420000.0,19890.0,Petrrol,None,Automatic,First Owner
Renault KWID RXT,2015.0,270000.0,20969.0,Petorl,Dealerr,Manual,First Owner
Maruti Celerio VXI,2016.0,399000.0,20194.0,Petorl,Dealerr,,First Owner
Ford Figo Trend,2016.0,440000.0,34982.0,Petrl,Dealerr,Manual,First Owner
Hyundai EON Magna,2012.0,250000.0,44588.0,Petrrol,Dealerr,Manual,First Owner
Ford Ecosport 1.5 Diesel Titanium,2016.0,650000.0,57904.0,Deisel,Dealerr,Manual,First Owner
Maruti Alto K10 VXI,2015.0,270000.0,59258.0,None,Dealerr,Manual,First Owner
Ford Figo Trend,2016.0,390000.0,60826.0,Petrl,Deelar,Manual,First Owner
Mahindra XUV500 W10 2WD,2018.0,1500000.0,50000.0,Diesl,Indvidual,Manual,First Owner
Maruti 800 AC,2014.0,225000.0,35000.0,Petrl,Indvidual,Manual,First Owner
Mahindra XUV500 W8 2WD,2015.0,900000.0,110000.0,None,Indvidual,Manual,Second Owner
Hyundai Tucson 2.0 e-VGT 2WD AT GL,2018.0,1600000.0,40000.0,Deisel,Indvidual,Automatic,First Owner
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2019.0,800000.0,10000.0,None,Indivudal,Manual,First Owner
Honda Amaze E i-Dtech,2013.0,320000.0,50000.0,Diesl,Indvidual,Manual,First Owner
,2016.0,300000.0,25000.0,Petorl,Indvidual,Manual,First Owner
Hyundai i20 1.2 Asta Dual Tone,2018.0,740000.0,25000.0,Petrl,Indivudal,Manual,First Owner
Datsun RediGO SV 1.0,2019.0,350000.0,,Petorl,Indvidual,Manual,First Owner
Datsun GO T BSIV,2014.0,280000.0,40000.0,Petrl,Indivudal,Manual,First Owner
Maruti Swift Dzire AMT VDI,2018.0,675000.0,50000.0,Diesl,None,Automatic,First Owner
,,300000.0,20000.0,Petorl,Indivudal,Manual,First Owner
Chevrolet Captiva 2.0L VCDi,2011.0,400000.0,76000.0,Diesl,Indivudal,Manual,Third Owner
Mahindra Scorpio VLX 2WD BSIV,2010.0,420000.0,100000.0,Deisel,Indivudal,Manual,Third Owner
Tata New Safari 3L Dicor LX 4x2,,300000.0,120000.0,Deisel,Indvidual,Manual,
Maruti Wagon R VXI Minor,,170000.0,70000.0,Petrrol,Indivudal,Manual,First Owner
Hyundai EON Era Plus,2014.0,210000.0,70000.0,Petorl,Indivudal,Manual,Third Owner
Maruti Ertiga VDI,2015.0,,60000.0,Diesl,None,Manual,Second Owner
Maruti Wagon R VXI BS IV,2014.0,260000.0,38000.0,Petrrol,Indivudal,Manual,Second Owner
Tata Nano Twist XT,2015.0,82000.0,19000.0,Petrl,Indvidual,,First Owner
Mahindra TUV 300 T8,2016.0,690000.0,75000.0,Deisel,Indvidual,Manual,First Owner
Hyundai Grand i10 CRDi Asta,2015.0,300000.0,70000.0,Diesl,None,Manual,First Owner
Honda BRV i-DTEC V MT,2017.0,1250000.0,30000.0,Deisel,Indivudal,Manual,First Owner
,2017.0,799000.0,,Diesl,Indivudal,Manual,First Owner
Toyota Fortuner 3.0 Diesel,2010.0,1000000.0,180000.0,Diesl,Indivudal,Manual,First Owner
Maruti Alto 800 LXI,2014.0,190000.0,90000.0,Petrl,None,Manual,Second Owner
Mahindra Verito 1.5 D2 BSIII,2014.0,250000.0,30000.0,Deisel,Indvidual,Manual,First Owner
Hyundai Verna 1.6 i ABS,2009.0,200000.0,60000.0,Petrl,Indivudal,Manual,First Owner
Mahindra Bolero DI,2005.0,300000.0,90000.0,Diesl,Indivudal,Manual,Second Owner
,2015.0,,120000.0,Petrrol,None,Manual,Second Owner
Maruti 800 AC,2008.0,90000.0,70000.0,Petrl,None,Manual,Third Owner
Hyundai Santro LE zipPlus,2001.0,,70000.0,Petrrol,Indivudal,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,2017.0,500000.0,26500.0,Petrrol,Indvidual,Manual,First Owner
,2017.0,900000.0,50000.0,Deisel,Indvidual,,First Owner
Maruti Alto LX,2007.0,100000.0,52000.0,Petorl,Indivudal,Manual,Second Owner
Renault Duster 85PS Diesel RxL,2016.0,700000.0,160000.0,None,Indvidual,Manual,First Owner
Volvo XC60 D3 Kinetic,,1750000.0,,Diesl,Deelar,Automatic,Third Owner
,2017.0,290000.0,110000.0,Petrl,Indivudal,Manual,
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014.0,1050000.0,97000.0,Diesl,Indivudal,,Second Owner
Tata Indigo LX Dicor,2008.0,70000.0,100000.0,Deisel,Indivudal,Manual,Third Owner
Maruti Swift ZDi BSIV,2016.0,520000.0,41000.0,Deisel,Indvidual,Manual,First Owner
Tata Indigo LS,2012.0,150000.0,90000.0,Deisel,Indvidual,,First Owner
Hyundai i10 Magna 1.1,2008.0,120000.0,90000.0,Petrrol,Indvidual,,First Owner
Hyundai i20 Asta Option 1.2,2016.0,600000.0,,Petorl,Indivudal,Manual,First Owner
Tata Xenon XT EX 4X4,2010.0,150000.0,70000.0,Diesl,Indvidual,Manual,Second Owner
Volkswagen Vento Petrol Highline,2011.0,400000.0,60000.0,Petorl,Indivudal,Manual,First Owner
Maruti Alto 800 LXI,2015.0,310000.0,30000.0,Petrl,Indivudal,Manual,Second Owner
Maruti Baleno Alpha 1.2,2015.0,550000.0,30000.0,Petrl,Indivudal,Manual,First Owner
Hyundai i20 Asta Option 1.4 CRDi,2016.0,550000.0,,Diesl,Indvidual,Manual,First Owner
Hyundai Grand i10 CRDi Magna,2013.0,320000.0,73000.0,Diesl,Indvidual,,First Owner
Maruti 800 AC BSII,1992.0,50000.0,100000.0,Petrl,Indvidual,Manual,Fourth & Above Owner
Hyundai Grand i10 1.2 Kappa Asta,2018.0,500000.0,32000.0,Petrl,Indvidual,Manual,First Owner
Renault KWID RXT,2018.0,360000.0,,Petrl,Indvidual,Manual,First Owner
Maruti Vitara Brezza VDi Option,2017.0,700000.0,50000.0,Diesl,Indivudal,Manual,Second Owner
Maruti Ertiga VDI,2012.0,700000.0,110000.0,Diesl,Indvidual,Manual,Second Owner
Hyundai i20 1.4 Sportz,,655000.0,84000.0,Diesl,Dealerr,Manual,First Owner
Maruti Vitara Brezza VDi Option,2017.0,700000.0,50000.0,Deisel,Indivudal,Manual,Second Owner
Chevrolet Beat LT LPG,2011.0,200000.0,110000.0,LPG,Indivudal,Manual,First Owner
Renault Duster 85PS Diesel RxL Optional,2012.0,375000.0,150000.0,Deisel,Indvidual,Manual,First Owner
Hyundai Verna 1.6 SX,2012.0,470000.0,109052.0,Deisel,None,Manual,First Owner
Maruti Ciaz VDi,2015.0,550000.0,,Deisel,Dealerr,Manual,
Honda Amaze VX i-DTEC,2014.0,,110000.0,Diesl,Indivudal,Manual,Second Owner
Datsun GO T Option BSIV,2015.0,210000.0,25000.0,Petrl,None,Manual,
Maruti Eeco 7 Seater Standard BSIV,2018.0,270000.0,20000.0,Petrrol,Indvidual,Manual,First Owner
Skoda Superb 1.8 TFSI MT,2010.0,300000.0,80000.0,Petrl,Indvidual,Manual,First Owner
Maruti Wagon R VXI Minor,2007.0,80000.0,,Petrrol,Indvidual,Manual,
Mercedes-Benz E-Class E250 Edition E,2013.0,1451000.0,81000.0,Diesl,Dealerr,Automatic,First Owner
Tata Safari Storme VX Varicor 400,2018.0,1085000.0,15000.0,Diesl,Indivudal,Manual,First Owner
Hyundai Verna SX AT Diesel,2009.0,245000.0,75000.0,Diesl,Deelar,Automatic,First Owner
Honda WR-V i-VTEC VX,2017.0,700000.0,25552.0,Petrl,Deelar,Manual,Second Owner
Hyundai EON Magna Plus,2018.0,300000.0,20000.0,Petrrol,Indvidual,Manual,First Owner
Hyundai Xcent 1.2 CRDi E,2017.0,350000.0,80000.0,Deisel,Indvidual,Manual,First Owner
Hyundai Elite i20 Asta Option CVT BSIV,2017.0,635000.0,25000.0,Petrrol,Dealerr,Automatic,First Owner
Honda City S,2012.0,325000.0,40700.0,Petrl,Indivudal,Manual,
Mahindra XUV500 AT W10 1.99 mHawk,2017.0,1150000.0,65500.0,Deisel,Dealerr,Automatic,
Tata Indigo GLE BSIII,2008.0,110000.0,42000.0,Petrrol,Dealerr,Manual,First Owner
Honda City 1.5 V MT,2018.0,890000.0,8000.0,Petrrol,Dealerr,,First Owner
Maruti Swift 1.3 LXI,2007.0,73000.0,80000.0,Petrrol,Indvidual,Manual,Second Owner
Chevrolet Beat PS,2014.0,170000.0,77000.0,Petrrol,Indvidual,Manual,First Owner
Maruti Ciaz ZXi Plus,2016.0,750000.0,6000.0,Petrl,Deelar,Manual,First Owner
Hyundai EON 1.0 Era Plus,,280000.0,28838.0,None,Indivudal,Manual,First Owner
Maruti Baleno Alpha 1.2,,690000.0,11174.0,Petorl,Deelar,Manual,First Owner
Tata Indigo GLS,2008.0,130000.0,,Petrl,Indivudal,Manual,First Owner
Maruti Swift 1.3 LXI,2007.0,73000.0,80000.0,Petorl,Indivudal,Manual,Second Owner
Hyundai Santro Xing GLS,2007.0,85000.0,85000.0,Petorl,Indivudal,Manual,Second Owner
Hyundai Elantra 2.0 SX AT,2018.0,1575000.0,,Petrrol,Indvidual,Automatic,First Owner
Nissan Sunny Diesel XV,,325000.0,105000.0,Diesl,Indvidual,,First Owner
Honda City 1.3 EXI,1998.0,85000.0,120000.0,Petrl,Indivudal,Manual,Second Owner
Hyundai Verna 1.6 CRDI SX Option,2018.0,860000.0,30000.0,Diesl,Deelar,Manual,Second Owner
Maruti S-Cross Sigma DDiS 200 SH,2017.0,690000.0,41000.0,Deisel,Indvidual,Manual,First Owner
Hyundai Elantra CRDi S,2013.0,650000.0,54000.0,Diesl,Deelar,Manual,First Owner
Chevrolet Sail LS ABS,2014.0,375000.0,40000.0,Deisel,Indvidual,Manual,First Owner
Hyundai Verna 1.6 SX CRDi (O),2013.0,525000.0,71000.0,Diesl,Deelar,Manual,First Owner
Maruti Eeco Smiles 5 Seater AC,2016.0,330000.0,72500.0,None,Deelar,Manual,First Owner
Maruti Eeco Smiles 5 Seater AC,2013.0,280000.0,,Petrrol,Deelar,,First Owner
Maruti Swift ZXI,2014.0,470000.0,40000.0,Petorl,Indvidual,Manual,First Owner
Volkswagen Polo Diesel Trendline 1.2L,2011.0,350000.0,110000.0,Deisel,Indivudal,Manual,First Owner
Honda City 1.5 V Elegance,2012.0,480000.0,63000.0,Petrrol,Deelar,Manual,First Owner
,,620000.0,60000.0,Deisel,Indivudal,Manual,First Owner
Datsun GO T BSIV,2014.0,250000.0,58000.0,Petrrol,Indivudal,Manual,First Owner
,2010.0,78692.0,80000.0,Petorl,Indvidual,Manual,
Hyundai i20 Magna Optional 1.4 CRDi,2012.0,350000.0,80000.0,Diesl,Indvidual,Manual,First Owner
Maruti Wagon R LX Minor,2013.0,250000.0,70000.0,Petrrol,Indivudal,,Second Owner
Hyundai i20 1.2 Sportz,2011.0,260000.0,97700.0,Petrl,Indivudal,Manual,Fourth & Above Owner
,2016.0,640000.0,36000.0,Diesl,Indivudal,Manual,Second Owner
Tata New Safari DICOR 2.2 EX 4x2,2008.0,220000.0,90000.0,Deisel,Indivudal,,Second Owner
Volkswagen Vento 1.5 TDI Highline,2015.0,465000.0,130000.0,Deisel,Indivudal,Manual,First Owner
Maruti Swift Vdi BSIII,2010.0,229999.0,120000.0,Diesl,Indivudal,Manual,Second Owner
Maruti Wagon R VXI BS IV,,425000.0,15000.0,Petrrol,Indivudal,Manual,First Owner
Tata Indica GLS BS IV,2008.0,95000.0,120000.0,Petorl,Indivudal,Manual,Third Owner
Hyundai EON LPG Magna Plus,2012.0,170000.0,170000.0,LPG,Indivudal,Manual,Third Owner
Datsun RediGO T Option,2016.0,229999.0,37500.0,Petrrol,Indivudal,Manual,
Maruti 800 Std,1999.0,45000.0,50000.0,Petorl,Indvidual,Manual,Third Owner
Maruti Grand Vitara MT,2007.0,479000.0,145000.0,Petrl,Indivudal,Manual,Third Owner
Mahindra KUV 100 mFALCON G80 K8 5str,2016.0,,60000.0,Petorl,Indivudal,Manual,First Owner
Hyundai EON Sportz,2016.0,340000.0,30000.0,Petrl,Indvidual,Manual,First Owner
,2016.0,620000.0,35000.0,Petorl,Indivudal,Manual,First Owner
Tata Manza Club Class Quadrajet90 EX,2012.0,270000.0,60000.0,Diesl,Indvidual,Manual,First Owner
Tata Tiago 1.05 Revotorq XZ Plus,2018.0,,35000.0,Diesl,Indivudal,Manual,First Owner
Maruti Wagon R VXI Optional,2015.0,260000.0,40000.0,Petrl,None,Manual,First Owner
Hyundai Santro LE zipPlus,2003.0,48000.0,50000.0,Petrrol,Indvidual,Manual,
Tata Nano Twist XE,2015.0,100000.0,23800.0,Petrl,Indivudal,Manual,Second Owner
Nissan Terrano XL Plus 85 PS,2015.0,490000.0,70000.0,Diesl,Indvidual,Manual,First Owner
Maruti Wagon R Duo Lxi,2010.0,120000.0,90000.0,LPG,Indvidual,Manual,Second Owner
Hyundai i10 Era,2008.0,125000.0,102000.0,Petorl,Indvidual,,Second Owner
,2013.0,160000.0,80000.0,Petrrol,None,,First Owner
